line,au_code
"What say you, gentleman?",TM
"What sayst, Jugg?",TM
What shall become of us?,TM
"What shall we do now, wife?",TM
What shall's do?,TM
What shift she'll make now with this piece of flesh,TM
What thou wilt not?,TM
What will folks say? There goes the learned couple;,TM
"What will you see, sir--a pair of sheets, and two",TM
What with her? Never.,TM
"What, and nineteen?",TM
"What, by Sir Walter?",TM
"What, can you injure so your time to stray thus from your faithful servant?",TM
"What, Davy [Dahumma]? Welcome from North Wales,",TM
"What, do you gull us? Call you these shirts and smocks?",TM
"What, friends with him? Good faith, do you think I'm mad?",TM
"What, is your tutor come, have you brought him up?",TM
"What, man? Maudlin, salute this gentlewoman, our daughter if things hit right.",TM
"What, must I rise and fetch you? For shame, son.",TM
"What, Sir Walter Whorehound?",TM
"What, sir?",TM
"What, you jest, sir!",TM
What's he?,TM
What's he?,TM
What's here to do now?,TM
What's here under the stools?,TM
"What's here? [Reads] Maximus diligo. Faith, I must to",TM
What's the matter between you?,TM
What's the matter?,TM
What's this?,TM
"What's your posy now, sir?",TM
"What's your price, sir?",TM
When comes your tailor hither?,TM
"When he went out of London, but now he's well mended;",TM
When he's at poorest that has matched his soul,TM
"When I am married, for they must not mingle",TM
When I have answered under bachelor?,TM
"When I was of your youth, I was lightsome, and quick,",TM
"When man turns base, out goes his soul's pure flame,",TM
"When man withdraws from him, he leaves the place;",TM
"When the child cries; for if it should be stillborn,",TM
"When the first course goes in? By the mass, promoters,",TM
When the poor patient's heart is past relief?,TM
When there are friendlier courses took for you,TM
When you came from shipboard.,TM
"When, where, what is she, Davy?",TM
"Where be these mountains? I was promised mountains,",TM
Where be they?,TM
"Where I find manly dealings I am pitiful,",TM
"Where I now go for a maid, may I ride for a whore.",TM
Where shall we spend that time?,TM
Where you shall not find him;,TM
Where you would little think.,TM
"Where? Where, sir?",TM
"Where'er he woos, I find him still at home, ha, ha!",TM
Where'er I find it open; I have poisoned,TM
Where's the knight?,TM
Wherein have I deserved?,TM
"Which a knight will look for, before and after.",TM
Which at the waking of my better judgment,TM
Which I exchanged my soul for;,TM
"Which I will sever,",TM
"Which I'll sell presently, I'll clap up bills this evening.",TM
Which makes me rather silent in his right,TM
"Which my bold love shall henceforth title ""cousin.""",TM
Which no parent's mood shall sever.,TM
"Which no time can deface, I say of her",TM
Which Tim our son (the Cambridge boy) must marry.,TM
"Which way the devil came they? Heart, I saw 'em not,",TM
Which will be lamentable.,TM
Which will make tedious years seem gameful to me.,TM
Whilst the poor gentleman so pursued and banded,TM
"Who sees me now, [he] too, and those so near me,",TM
Who told me so much?,TM
"Who, the knight?",TM
"Whom in my knowledge he hath kept this seven years,",TM
Whose heart would not have sprung with joy and gladness,TM
Whose master vein shoots from the heart;,TM
"Why done, sir?",TM
"Why have you used me thus, unkind mistress?",TM
"Why should not Venus chide her son,",TM
"Why son, why Tim,",TM
Why then I'll make a motion.,TM
"Why then my tutor and I will about her,",TM
"Why then so hope I too for company,",TM
"Why then, stand close indeed.",TM
"Why there thou hast it right, I look for her",TM
Why there thou show'st now of what breed thou com'st;,TM
"Why, daughter; faith, the baggage,",TM
"Why, dost dwell at Bow?",TM
"Why, father, my tutor and I will both watch in armour.",TM
"Why, how now, pretty mistress, now I have caught you.",TM
"Why, how now, Tim,",TM
"Why, how, sir?",TM
"Why, husband!",TM
"Why, one can make a verse,",TM
"Why, one that's married before he has wit.",TM
"Why, she's nineteen!",TM
"Why, sir, he'll undertake",TM
"Why, Tim, how have you used the gentlewoman?",TM
"Why, well said, Tim, the bells go merrily,",TM
"Why, well said, wench.",TM
"Why, what of him?",TM
"Why, what's a fool, mother? I come to you now.",TM
"Why, what's the business?",TM
"Wife, to him wife, thou wast wont to do good on him.",TM
Will be a knocker.,TM
"Will be the most part mine, that understand",TM
Will it please you to walk down and leave the women?,TM
Will make him cheerful straight.,TM
Will not your old tricks yet be left?,TM
Will serve us all to supper.,TM
Will you swear then,TM
Will you walk in wenches?,TM
"Will you, i'faith?",TM
Will't please you walk?,TM
Will't please your worship for to make your will?,TM
"Wine can do that, I see, that friendship cannot.",TM
"Wipe her, and give her spoonmeat.",TM
"With all her poisons, having left to ages",TM
"With all my heart, Jack.",TM
"With all my heart, sweet.",TM
"With all speed thou canst,",TM
"With candles in their hands like chandlers' ghosts,",TM
With forfeited lordships. Him? O monstrous injury!,TM
With good victuals. You remember how,TM
With herrings and milk pottage.,TM
"with it. What is't you lack, gentleman?",TM
"With me? I'll see him hanged first; I defy him,",TM
"With one hand, and both lucky: the best is,",TM
With one that's scarce the hinder quarter of a man?,TM
"With padlocks, father, the Venetian uses it,",TM
"With such a sickness, ten days ere his death.",TM
"With their short, figging, little, shittle-cork heels;",TM
"With those two glasses, put on a pair more.",TM
With two brave drums and a standard bearer.,TM
Within there?,TM
Within three weeks of one another's time.,TM
"Without idolatry or superstition,",TM
"Without my belly, none of your sex shall want it.",TM
"woman made without a flaw, your purest lawns have",TM
"Worse and worse, and doth the husband know this?",TM
Worth forty.,TM
Would I had such a husband for my daughter.,TM
Would I were less than nothing.,TM
Would the Welsh gentlewoman at home were here now.,TM
"Would'st thou never tell me on't, let'st me go on,",TM
"Wretched, death of seven!",TM
"Write them not down, Davy.",TM
"Y'are in the happiest way to enrich yourself,",TM
"Ye lie, yet I forbear you, too.",TM
YELLOWHAMMIER,TM
YELLOWHAMMIER,TM
"Yes, by my faith, mistress, there's no true construction",TM
"Yes, faith, I will.",TM
"Yes, from the university, forsooth.",TM
"Yes, I'll hear't out, sir.",TM
"Yes, sir, that's he must be your worship's partner",TM
"Yes, slave, 'tis I.",TM
"Yes, sure I think I have her measure about me.",TM
"Yes, sure,",TM
"Yes, surely, lady, I am the man that brought him",TM
"Yes, though I ne'er was married, sir,",TM
"Yes, to my much joy;",TM
"Yes, you are a dull maid alate, methinks you had need have",TM
Yes.,TM
"Yet timely thanks reward it. What is comfort,",TM
"Yet, by your leave, I heard you were once offering",TM
Yonder's the bravest show.,TM
You are a cruel mother.,TM
You are such another creature.,TM
You can thank me in English if you list.,TM
You cannot tell yet;,TM
You care not for me.,TM
You do but touch and take; thou hast undone me;,TM
You felt it; she has made calves' heads of us.,TM
You go to seek him?,TM
You ha' ta'en me at the worst time for words,TM
You had more need to sleep than eat;,TM
You have been somewhat bolder in my house,TM
You have cozened me and five of my wife's kindred,TM
You have the means to strike at this knight's fortunes,TM
"You hear truth, sir.",TM
You heard how one 'scaped out of the Blackfriars,TM
"You know he purchased the whole Lent together,",TM
You know how I served you once at the free school,TM
"You know the worst then, brother; now to my Kix,",TM
"You may be bold with her on these terms, 'tis she, sir, heir to some nineteen mountains.",TM
"You may be proud on't, sir,",TM
"You may perform it then, there she sits.",TM
"You might well spared this banquet of eringoes,
Artichokes, potatoes, and your buttered crab,",TM
"You must dispatch with all the speed you can,",TM
"You must forgive him, he's so inured to Latin,",TM
You must not stand.,TM
You must prove her so as well as you may.,TM
You put me to a man I understand not;,TM
You received money for it.,TM
"You say well, sir;",TM
"You shall forsake all widows, wives, and maids:",TM
"You shall have my good will, Mother.",TM
You shall so swarm with children.,TM
"You shall, wench, but this must stay with us.",TM
"You talk too fondly, sir,",TM
"You taught me that, mother.",TM
You that have tricks can counterfeit.,TM
"You told me once, by logic you would prove",TM
You were best lock yourself close.,TM
"You will not hear me out, sir--",TM
"you will, mother, I'll prove him to be as reasonable a creature, as myself or my tutor here.",TM
You work all in vain.,TM
You would have done,TM
"You, and your expectations; I stand happy,",TM
"You, lords, knights, gentlemen, and men of trades:",TM
You'll never lin till I make your tutor whip you;,TM
"You'll steal away some man's daughter, am I near you?",TM
You'll to the gossiping of Mr. Allwit's child?,TM
"You're welcome, Mr. Tim.",TM
"You're welcome, sir, the more for your name's sake.",TM
"Your acquaintance, sir,",TM
Your coach will serve.,TM
"Your comfit-maker's man, sir.",TM
"Your company, sir.",TM
"Your first man, sir.",TM
Your first man.,TM
"Your handkercher, sweet tutor, to wipe them off,",TM
"Your last fine girl, in troth, she smiles,",TM
"Your love comes too late,",TM
"Your malice sets in death, does it not, sir?",TM
Your master? What am I?,TM
Your mother will have it so.,TM
"Your name may well be called Touchwood, a pox on you,",TM
Your nose must be in everything.,TM
Your place? Great wonder sure! Are you any better than a comfit-maker's wife?,TM
"Your pleasure, sir.",TM
"Your reasons are both good, whate'er they be;",TM
Your son's no English man methinks.,TM
Your white mare's ready.,TM
"Your will be mine, sir.",TM
Yours must be taken lying.,TM
