line,au_code
"Yet, yet, return, let not the woman sway.",JF
"_Clor_. Insult not on her now, nor use delay,",JF
Who for thy sake hath ventur'd all her fame.,JF
"_The_. Thou hast not ventur'd, but bought certain shame,",JF
"Your Sexes curse, foul falshood must and shall,",JF
"I see, once in your lives, light on you all.",JF
I hate thee now: yet turn.,JF
_Clor_. Be just to me:,JF
Shall I at once both lose my fame and thee?,JF
"_The_. Thou hadst no fame, that which thou didst like good,",JF
Was but thy appetite that sway'd thy blood,JF
For that time to the best: for as a blast,JF
"That through a house comes, usually doth cast",JF
"Things out of order, yet by chance may come,",JF
And blow some one thing to his proper room;,JF
"So did thy appetite, and not thy zeal,",JF
Sway thee [by] chance to doe some one thing well.,JF
Yet turn.,JF
_Clor_. Thou dost but try me if I would,JF
"Forsake thy dear imbraces, for my old",JF
"Love's, though he were alive: but do not fear.",JF
"_The_. I do contemn thee now, and dare come near,",JF
"And gaze upon thee; for me thinks that grace,",JF
"Austeritie, which sate upon that face",JF
"Is gone, and thou like others: false maid see,",JF
This is the gain of foul inconstancie.           [_Exit_.,JF
"_Clor_. 'Tis done, great _Pan_ I give thee thanks for it,",JF
"What art could not have heal'd, is cur'd by wit.",JF
"_Enter_ Thenot, _again_.",JF
_The_. Will ye be constant yet? will ye remove,JF
Into the Cabin to your buried Love?,JF
"_Clor_. No let me die, but by thy side remain.",JF
_The_. There's none shall know that thou didst ever stain,JF
"Thy worthy strictness, but shall honour'd be,",JF
"And I will lye again under this tree,",JF
"And pine and dye for thee with more delight,",JF
Than I have sorrow now to know the light.,JF
"_Clor_. Let me have thee, and I'le be where thou wilt.",JF
"_The_. Thou art of womens race, and full of guilt.",JF
"Farewel all hope of that Sex, whilst I thought",JF
"There was one good, I fear'd to find one naught:",JF
"But since their minds I all alike espie,",JF
"Henceforth I'le choose as others, by mine eye.",JF
"_Clor_. Blest be ye powers that give such quick redress,",JF
And for my labours sent so good success.,JF
"I rather choose, though I a woman be,",JF
"He should speak ill of all, than die for me.",JF
_Actus Quintus. Scena Prima_.,JF
"_Enter_ Priest, _and old_ Shepherd.",JF
"_Priest_. Shepherds, rise and shake off sleep,",JF
See the blushing Morn doth peep,JF
"Through the window, whilst the Sun",JF
"To the mountain tops is run,",JF
Gilding all the Vales below,JF
"With his rising flames, which grow",JF
Greater by his climbing still.,JF
"Up ye lazie grooms, and fill",JF
Bagg and Bottle for the field;,JF
"Clasp your cloaks fast, lest they yield",JF
To the bitter North-east wind.,JF
"Call the Maidens up, and find",JF
"Who lay longest, that she may",JF
Goe without a friend all day;,JF
"Then reward your Dogs, and pray",JF
_Pan_ to keep you from decay:,JF
So unfold and then away.,JF
What not a Shepherd stirring? sure the grooms,JF
"Have found their beds too easie, or the rooms",JF
"Fill'd with such new delight, and heat, that they",JF
"Have both forgot their hungry sheep, and day;",JF
"Knock, that they may remember what a shame",JF
Sloath and neglect layes on a Shepherds name.,JF
"_Old Shep_. It is to little purpose, not a swain",JF
"This night hath known his lodging here, or lain",JF
"Within these cotes: the woods, or some near town,",JF
"That is a neighbour to the bordering Down,",JF
"Hath drawn them thither, 'bout some lustie sport,",JF
"Or spiced Wassel-Boul, to which resort",JF
"All the young men and maids of many a cote,",JF
Whilst the trim Minstrel strikes his merry note.,JF
"_Priest_. God pardon sin, show me the way that leads",JF
To any of their haunts.,JF
"_Old Shep_. This to the meads,",JF
And that down to the woods.,JF
_Priest_. Then this for me;,JF
Come Shepherd let me crave your companie.    [_Exeunt_.,JF
"_Enter_ Clorin, _in her Cabin_, Alexis, _with her_.",JF
"_Clor_. Now your thoughts are almost pure,",JF
And your wound begins to cure:,JF
"Strive to banish all that's vain,",JF
Lest it should break out again.,JF
"_Alex_. Eternal thanks to thee, thou holy maid:",JF
I find my former wandring thoughts well staid,JF
"Through thy wise precepts, and my outward pain",JF
By thy choice herbs is almost gone again:,JF
Thy sexes vice and vertue are reveal'd,JF
"At once, for what one hurt, another heal'd.",JF
"_Clor_. May thy grief more appease,",JF
Relapses are the worst disease.,JF
"Take heed how you in thought offend,",JF
So mind and body both will mend.,JF
"_Enter_ Satyr, _with_ Amoret.",JF
"_Amo_. Beest thou the wildest creature of the wood,",JF
"That bearst me thus away, drown'd in my blood,",JF
"And dying, know I cannot injur'd be,",JF
"I am a maid, let that name fight for me.",JF
_Satyr_. Fairest Virgin do not fear,JF
"Me, that do thy body bear,",JF
"Not to hurt, but heal'd to be;",JF
Men are ruder far than we.,JF
"See fair _Goddess_ in the wood,",JF
They have let out yet more blood.,JF
Some savage man hath struck her breast,JF
"So soft and white, that no wild beast",JF
"Durst ha' toucht asleep, or wake:",JF
"So sweet, that _Adder, Newte_, or _Snake_,",JF
"Would have lain from arm to arm,",JF
On her bosom to be warm,JF
"All a night, and being hot,",JF
Gone away and stung her not.,JF
Quickly clap herbs to her breast;,JF
A man sure is a kind of beast.,JF
"_Clor_. With spotless hand, on spotless brest",JF
I put these herbs to give thee rest:,JF
"Which till it heal thee, will abide,",JF
"If both be pure, if not, off slide.",JF
"See it falls off from the wound,",JF
"Shepherdess thou art not sound,",JF
Full of lust.,JF
"_Satyr_, Who would have thought it,",JF
So fair a face?,JF
_Clor_. Why that hath brought it.,JF
"_Amo_. For ought I know or think, these words, my last:",JF
Yet _Pan_ so help me as my thoughts are chast.,JF
"_Clor_. And so may _Pan_ bless this my cure,",JF
As all my thoughts are just and pure;,JF
"Some uncleanness nigh doth lurk,",JF
That will not let my Medicines work.,JF
_Satyr_ search if thou canst find it.,JF
"_Satyr_. Here away methinks I wind it,",JF
"Stronger yet: Oh here they be,",JF
"Here, here, in a hollow tree,",JF
Two fond mortals have I found.,JF
"_Clor_. Bring them out, they are unsound.",JF
"_Enter_ Cloe, _and_ Daphnis.",JF
"_Satyr_. By the fingers thus I wring ye,",JF
To my _Goddess_ thus I bring ye;,JF
"Strife is vain, come gently in,",JF
"I scented them, they're full of sin.",JF
"_Clor_. Hold _Satyr_, take this Glass,",JF
"Sprinkle over all the place,",JF
"Purge the Air from lustfull breath,",JF
"To save this Shepherdess from death,",JF
And stand you still whilst I do dress,JF
Her wound for fear the pain encrease.,JF
_Sat_. From this glass I throw a drop,JF
Of Crystal water on the top,JF
"Of every grass, on flowers a pair:",JF
Send a fume and keep the air,JF
"Pure and wholsom, sweet and blest,",JF
Till this Virgins wound be drest.,JF
"_Clor. Satyr_, help to bring her in.",JF
"_Sat_. By _Pan_, I think she hath no sin,",JF
She is so light: lye on these leaves.,JF
"Sleep that mortal sense deceives,",JF
"Crown thine Eyes, and ease thy pain,",JF
Maist thou soon be well again.,JF
"_Clor. Satyr_, bring the Shepherd near,",JF
Try him if his mind be clear.,JF
_Sat_. Shepherd come.,JF
_Daph_. My thoughts are pure.,JF
_Sat_. The better trial to endure.,JF
"_Clor_. In this flame his finger thrust,",JF
Which will burn him if he lust;,JF
"But if not, away will turn,",JF
As loth unspotted flesh to burn:,JF
"See, it gives back, let him go,",JF
"Farewel mortal, keep thee so.",JF
"_Sat_. Stay fair _Nymph_, flye not so fast,",JF
We must try if you be chaste:,JF
"Here's a hand that quakes for fear,",JF
Sure she will not prove so clear.,JF
"_Clor._ Hold her finger to the flame,",JF
That will yield her praise or shame.,JF
"_Sat._ To her doom she dares not stand,",JF
"But plucks away her tender hand,",JF
And the Taper darting sends,JF
His hot beams at her fingers ends:,JF
"O thou art foul within, and hast",JF
"A mind, if nothing else, unchaste.",JF
"_Alex._ Is not that _Cloe?_ 'tis my Love, 'tis she!",JF
"_Cloe_, fair _Cloe_.",JF
_Clo._ My Alexis.,JF
_Alex._ He.,JF
_Clo._ Let me embrace thee.,JF
"_Clor._ Take her hence,",JF
Lest her sight disturb his sence.,JF
"_Alex._ Take not her, take my life first.",JF
"_Clor._ See, his wound again is burst:",JF
"Keep her near, here in the Wood,",JF
Till I ha' stopt these Streams of Blood.,JF
"Soon again he ease shall find,",JF
If I can but still his mind:,JF
"This Curtain thus I do display,",JF
To keep the piercing air away.,JF
"_Enter_ old Shepherd, _and_ Priest.",JF
_Priest_. Sure they are lost for ever; 'tis in vain,JF
"To find 'em out with trouble and much pain,",JF
"That have a ripe desire, and forward will",JF
"To flye the Company of all but ill,",JF
What shall be counsel'd now? shall we retire?,JF
Or constant follow still that first desire,JF
We had to find them?,JF
_Old_. Stay a little while;,JF
For if the Morning mist do not beguile,JF
"My sight with shadows, sure I see a Swain;",JF
One of this jolly Troop's come back again.,JF
_Enter_ Thenot.,JF
"_Pri._ Dost thou not blush young Shepherd to be known,",JF
"Thus without care, leaving thy flocks alone,",JF
And following what desire and present blood,JF
"Shapes out before thy burning sense, for good,",JF
Having forgot what tongue hereafter may,JF
"Tell to the World thy falling off, and say",JF
"Thou art regardless both of good and shame,",JF
"Spurning at Vertue, and a vertuous Name,",JF
"And like a glorious, desperate man that buys",JF
"A poyson of much price, by which he dies,",JF
"Dost thou lay out for Lust, whose only gain",JF
"Is foul disease, with present age and pain,",JF
And then a Grave? These be the fruits that grow,JF
In such hot Veins that only beat to know,JF
"Where they may take most ease, and grow ambitious",JF
"Through their own wanton fire, and pride delicious.",JF
"_The_. Right holy Sir, I have not known this night,",JF
"What the smooth face of Mirth was, or the sight",JF
"Of any looseness; musick, joy, and ease,",JF
Have been to me as bitter drugs to please,JF
"A Stomach lost with weakness, not a game",JF
"That I am skill'd at throughly; nor a Dame,",JF
"Went her tongue smoother than the feet of Time,",JF
Her beauty ever living like the Rime,JF
"Our blessed _Tityrus_ did sing of yore,",JF
"No, were she more enticing than the store",JF
"Of fruitful Summer, when the loaden Tree",JF
"Bids the faint Traveller be bold and free,",JF
"Twere but to me like thunder 'gainst the bay,",JF
Whose lightning may enclose but never stay,JF
Upon his charmed branches; such am I,JF
Against the catching flames of Womans eye.,JF
_Priest_. Then wherefore hast thou wandred?,JF
_The_. 'Twas a Vow,JF
"That drew me out last night, which I have now",JF
"Strictly perform'd, and homewards go to give",JF
"Fresh pasture to my Sheep, that they may live.",JF
"_Pri_. 'Tis good to hear ye, Shepherd, if the heart",JF
In this well sounding Musick bear his part.,JF
Where have you left the rest?,JF
"_The_. I have not seen,",JF
Since yesternight we met upon this green,JF
"To fold our Flocks up, any of that train;",JF
"Yet have I walkt these Woods round, and have lain",JF
"All this same night under an aged Tree,",JF
"Yet neither wandring Shepherd did I see,",JF
"Or Shepherdess, or drew into mine ear",JF
"The sound of living thing, unless it were",JF
The Nightingale among the thick leav'd spring,JF
"That sits alone in sorrow, and doth sing",JF
"Whole nights away in mourning, or the Owl,",JF
Or our great enemy that still doth howl,JF
Against the Moons cold beams.,JF
_Priest_. Go and beware,JF
Of after falling.,JF
_The_. Father 'tis my care.       [_Exit_ Thenot.,JF
_Enter_ Daphnis.,JF
"_Old_. Here comes another Stragler, sure I see",JF
A Shame in this young Shepherd. _Daphnis_!,JF
_Daph_. He.,JF
"_Pri_. Where hast thou left the rest, that should have been",JF
"Long before this, grazing upon the green",JF
Their yet imprison'd flocks?,JF
"_Daph_. Thou holy man,",JF
Give me a little breathing till I can,JF
Be able to unfold what I have seen;,JF
Such horrour that the like hath never been,JF
Known to the ear of Shepherd: Oh my heart,JF
Labours a double motion to impart,JF
So heavy tidings! You all know the Bower,JF
"Where the chast _Clorin_ lives, by whose great power",JF
"Sick men and Cattel have been often cur'd,",JF
There lovely _Amoret_ that was assur'd,JF
"To lusty _Perigot_, bleeds out her life,",JF
Forc'd by some Iron hand and fatal knife;,JF
And by her young _Alexis_.,JF
_Enter_ Amaryllis _running from her_ Sullen Shepherd.,JF
_Amar_. If there be,JF
"Ever a Neighbour Brook, or hollow tree,",JF
"Receive my Body, close me up from lust",JF
"That follows at my heels;  be ever just,",JF
"Thou god of Shepherds, _Pan_, for her dear sake",JF
"That loves the Rivers brinks, and still doth shake",JF
In cold remembrance of thy quick pursuit:,JF
"Let me be made a reed, and ever mute,",JF
"Nod to the waters fall, whilst every blast",JF
Sings through my slender leaves that I was chast.,JF
"_Pri_. This is a night of wonder, _Amaryll_",JF
"Be comforted, the holy gods are still",JF
Revengers of these wrongs.,JF
"_Amar_. Thou blessed man,",JF
"Honour'd upon these plains, and lov'd of _Pan_,",JF
"Hear me, and save from endless infamie",JF
"My yet unblasted Flower, _Virginitie_:",JF
"By all the Garlands that have crown'd that head,",JF
"By the chaste office, and the Marriage bed",JF
"That still is blest by thee, by all the rights",JF
Due to our gods; and by those Virgin lights,JF
"That burn before his Altar, let me not",JF
Fall from my former state to gain the blot,JF
That never shall be purg'd: I am not now,JF
That wanton _Amaryllis_: here I vow,JF
"To Heaven, and thee grave Father, if I may",JF
"Scape this unhappy Night, to know the Day,",JF
"To live a Virgin, never to endure",JF
"The tongues, or Company of men impure.",JF
"I hear him come, save me.",JF
_Pri_. Retire a while,JF
"Behind this Bush, till we have known that vile",JF
Abuser of young Maidens.,JF
_Enter_ Sullen.,JF
"_Sul_. Stay thy pace,",JF
"Most loved _Amaryllis_, let the Chase",JF
"Grow calm and milder, flye me not so fast,",JF
I fear the pointed Brambles have unlac'd,JF
Thy golden Buskins; turn again and see,JF
"Thy Shepherd follow, that is strong and free,",JF
Able to give thee all content and ease.,JF
"I am not bashful, Virgin, I can please",JF
"At first encounter, hug thee in mine arm,",JF
"And give thee many Kisses, soft and warm",JF
As those the Sun prints on the smiling Cheek,JF
"Of Plums, or mellow Peaches; I am sleek",JF
"And smooth as _Neptune_, when stern _Eolus_",JF
"Locks up his surly Winds, and nimbly thus",JF
Can shew my active Youth; why dost thou flye?,JF
"Remember _Amaryllis_, it was I",JF
"That kill'd _Alexis_ for thy sake, and set",JF
An everlasting hate 'twixt _Amoret_,JF
And her beloved _Perigot_: 'twas I,JF
"That drown'd her in the Well, where she must lye",JF
"Till Time shall leave to be; then turn again,",JF
"Turn with thy open arms, and clip the Swain",JF
"That hath perform'd all this, turn, turn I say:",JF
I must not be deluded.,JF
"_Pri_. Monster stay,",JF
Thou that art like a Canker to the State,JF
"Thou liv'st and breath'st in, eating with debate",JF
"Through every honest bosome, forcing still",JF
"The Veins of any that may serve thy Will,",JF
Thou that hast offer'd with a sinful hand,JF
To seize upon this Virgin that doth stand,JF
Yet trembling here.,JF
"_Sull_. Good holiness declare,",JF
"What had the danger been, if being bare",JF
"I had embrac'd her, tell me by your Art,",JF
What coming wonders would that sight impart?,JF
"_Pri_. Lust, and a branded Soul.",JF
"_Sull_. Yet tell me more,",JF
Hath not our Mother Nature for her store,JF
"And great encrease, said it is good and just,",JF
And wills that every living Creature must,JF
Beget his like?,JF
"_Pri_. Ye are better read than I,",JF
"I must confess, in blood and Lechery.",JF
"Now to the Bower, and bring this Beast along,",JF
Where he may suffer Penance for his wrong.   [_Exeunt_.,JF
_Enter_ Perigot _with his hands bloody_.,JF
"_Per_. Here will I wash it in this mornings dew,",JF
Which she on every little grass doth strew,JF
In silver drops against the Sun's appear:,JF
"Tis holy water, and will make me clear.",JF
"My hands will not be cleans'd. My wronged Love,",JF
"If thy chaste spirit in the air yet move,",JF
Look mildly down on him that yet doth stand,JF
"All full of guilt, thy blood upon his hand,",JF
"And though I struck thee undeservedly,",JF
Let my revenge on her that injur'd thee,JF
"Make less a fault which I intended not,",JF
And let these dew drops wash away my spot.,JF
It will not cleanse. O to what sacred Flood,JF
Shall I resort to wash away this blood?,JF
Amid'st these Trees the holy _Clorin_ dwells,JF
"In a low Cabin of cut Boughs, and heals",JF
"All Wounds; to her I will my self address,",JF
And my rash faults repentantly confess;,JF
"Perhaps she'll find a means by Art or Prayer,",JF
"To make my hand with chaste blood stained, fair:",JF
"That done, not far hence underneath some Tree,",JF
"I'll have a little Cabin built, since she",JF
"Whom I ador'd is dead, there will I give",JF
"My self to strictness, and like _Clorin_ live.   [_Exit_.",JF
"_The Curtain is drawn_, Clorin _appears sitting in the Cabin,_ Amoret",JF
"_sitting on the one side of her_, Alexis _and_ Cloe _on the other, the_",JF
Satyr _standing by._,JF
"_Clo_. Shepherd, once more your blood is staid,",JF
"Take example by this Maid,",JF
"Who is heal'd ere you be pure,",JF
So hard it is lewd lust to cure.,JF
Take heed then how you turn your eye,JF
On each other lustfully:,JF
And Shepherdess take heed lest you,JF
Move his willing eye thereto;,JF
"Let no wring, nor pinch, nor smile",JF
Of yours his weaker sense beguile.,JF
"Is your Love yet true and chaste,",JF
And for ever so to last?,JF
"_Alex_. I have forgot all vain desires,",JF
"All looser thoughts, ill tempred fires,",JF
"True Love I find a pleasant fume,",JF
Whose moderate heat can ne'r consume.,JF
"_Clo_. And I a new fire feel in me,",JF
Whose chaste flame is not quencht to be.,JF
"_Clor_. Join your hands with modest touch,",JF
And for ever keep you such.,JF
_Enter_ Perigot.,JF
"_Per_. Yon is her Cabin, thus far off I'll stand,",JF
And call her forth; for my unhallowed hand,JF
I dare not bring so near yon sacred place.,JF
"_Clorin_ come forth, and do a timely grace",JF
To a poor Swain.,JF
_Clo_. What art thou that dost call?,JF
_Clorin_ is ready to do good to all:,JF
Come near.,JF
_Peri_. I dare not.,JF
"_Clor. Satyr_, see",JF
Who it is that calls on me.,JF
"_Sat_. There at hand, some Swain doth stand,",JF
Stretching out a bloudy hand.,JF
"_Peri_. Come _Clorin_, bring thy holy waters clear,",JF
To wash my hand.,JF
_Clo_. What wonders have been here,JF
"To night? stretch forth thy hand young Swain,",JF
Wash and rub it whilest I rain,JF
Holy water.,JF
"_Peri_. Still you pour,",JF
But my hand will never scower.,JF
"_Clor. Satyr_, bring him to the Bower,",JF
We will try the Soveraign power,JF
Of other waters.,JF
"_Satyr_. Mortal, sure",JF
Tis the Blood of Maiden pure,JF
That stains thee so.,JF
"[_The_ Satyr _leadeth him to the Bower, where he spieth_ Amoret, _and",JF
"kneeling down, she knoweth him_.",JF
"_Peri_. What e're thou be,",JF
"Be'st thou her spright, or some divinitie,",JF
"That in her shape thinks good to walk this grove,",JF
Pardon poor _Perigot_.,JF
"_Amor_. I am thy love,",JF
"Thy _Amoret_, for evermore thy love:",JF
"Strike once more on my naked breast, I'le prove",JF
As constant still. O couldst thou love me yet;,JF
How soon should I my former griefs forget!,JF
"_Peri_. So over-great with joy, that you live, now",JF
"I am, that no desire of knowing how",JF
Doth seize me; hast thou still power to forgive?,JF
"_Amo_. Whilest thou hast power to love, or I to live;",JF
More welcome now than hadst thou never gone,JF
Astray from me.,JF
_Peri_. And when thou lov'st alone,JF
"And not I, death, or some lingring pain",JF
"That's worse, light on me.",JF
_Clor_. Now your stain,JF
This perhaps will cleanse again;,JF
"See the blood that erst did stay,",JF
With the water drops away.,JF
"All the powers again are pleas'd,",JF
And with this new knot appeas'd.,JF
"Joyn your hands, and rise together,",JF
_Pan_ be blest that brought you hither.,JF
"_Enter_ Priest, _and_ Old Shephe[rd].",JF
"_Clor_. Go back again what ere thou art, unless",JF
"Smooth Maiden thoughts possess thee, do not press",JF
"This hallowed ground. Go _Satyr_, take his hand,",JF
And give him present trial.,JF
"_Satyr_. Mortal stand,",JF
Till by fire I have made known,JF
"Whether thou be such a one,",JF
That mayst freely tread this place.,JF
Hold thy hand up; never was,JF
More untainted flesh than this.,JF
"Fairest, he is full of bliss.",JF
"_Clor_. Then boldly speak, why dost thou seek this place?",JF
"_Priest_. First, honour'd Virgin, to behold thy face",JF
Where all good dwells that is: Next for to try,JF
The truth of late report was given to me:,JF
"Those Shepherds that have met with foul mischance,",JF
"Through much neglect, and more ill governance,",JF
Whether the wounds they have may yet endure,JF
"The open Air, or stay a longer cure.",JF
"And lastly, what the doom may be shall light",JF
"Upon those guilty wretches, through whose spight",JF
"All this confusion fell: For to this place,",JF
"Thou holy Maiden, have I brought the race",JF
"Of these offenders, who have freely told,",JF
"Both why, and by what means they gave this bold",JF
Attempt upon their lives.,JF
"_Clor_. Fume all the ground,",JF
"And sprinkle holy water, for unsound",JF
And foul infection 'gins to fill the Air:,JF
It gathers yet more strongly; take a pair,JF
"Of Censors fill'd with Frankincense and Mirrh,",JF
Together with cold Camphyre: quickly stir,JF
"Thee, gentle _Satyr_, for the place begins",JF
To sweat and labour with the abhorred sins,JF
"Of those offenders; let them not come nigh,",JF
For full of itching flame and leprosie,JF
"Their very souls are, that the ground goes back,",JF
And shrinks to feel the sullen weight of black,JF
And so unheard of venome; hie thee fast,JF
"Thou holy man, and banish from the chast",JF
"These manlike monsters, let them never more",JF
"Be known upon these downs, but long before",JF
"The next Suns rising, put them from the sight",JF
And memory of every honest wight.,JF
"Be quick in expedition, lest the sores",JF
Of these weak Patients break into new gores.     [_Ex_. Priest.,JF
"_Per_. My dear, dear _Amoret_, how happy are",JF
"Those blessed pairs, in whom a little jar",JF
"Hath bred an everlasting love, too strong",JF
"For time, or steel, or envy to do wrong?",JF
"How do you feel your hurts? Alas poor heart,",JF
How much I was abus'd; give me the smart,JF
For it is justly mine.,JF
_Amo_. I do believe.,JF
"It is enough dear friend, leave off to grieve,",JF
And let us once more in despight of ill,JF
Give hands and hearts again.,JF
_Per_. With better will,JF
Than e're I went to find in hottest day,JF
"Cool Crystal of the Fountain, to allay",JF
My eager thirst: may this band never break.,JF
Hear us O Heaven.,JF
_Amo_. Be constant.,JF
"_Per_. Else _Pan_ wreak,",JF
"With [d]ouble vengeance, my disloyalty;",JF
Let me not dare to know the company,JF
"Of men, or any more behold those eyes.",JF
_Amo_. Thus Shepherd with a kiss all envy dyes.,JF
_Enter_ Priest.,JF
"_Priest_. Bright Maid, I have perform'd your will, the Swain",JF
In whom such heat and black rebellions raign,JF
"Hath undergone your sentence, and disgrace:",JF
"Only the Maid I have reserv'd, whose face",JF
"Shews much amendment, many a tear doth fall",JF
"In sorrow of her fault, great fair recal",JF
"Your heavy doom, in hope of better daies,",JF
Which I dare promise; once again upraise,JF
Her heavy Spirit that near drowned lyes,JF
In self consuming care that never dyes.,JF
"_Clor_. I am content to pardon, call her in;",JF
"The Air grows cool again, and doth begin",JF
"To purge it self, how bright the day doth show",JF
"After this stormy Cloud! go _Satyr_, go,",JF
"And with this Taper boldly try her hand,",JF
"If she be pure and good, and firmly stand",JF
"To be so still, we have perform'd a work",JF
Worthy the Gods themselves.              [_Satyr brings_ Amaryllis _in_.,JF
"_Satyr_. Come forward Maiden, do not lurk",JF
"Nor hide your face with grief and shame,",JF
Now or never get a name,JF
"That may raise thee, and recure",JF
All thy life that was impure:,JF
"Hold your hand unto the flame,",JF
"If thou beest a perfect dame,",JF
"Or hast truely vow'd to mend,",JF
This pale fire will be thy friend.,JF
See the Taper hurts her not.,JF
"Go thy wayes, let never spot",JF
Henceforth seize upon thy blood.,JF
Thank the Gods and still be good.,JF
_Clor_. Young Shepherdess now ye are brought again,JF
"To Virgin state, be so, and so remain",JF
"To thy last day, unless the faithful love",JF
Of some good Shepherd force thee to remove;,JF
"Th[e]n labour to be true to him, and live",JF
"As such a one, that ever strives to give",JF
A blessed memory to after time.,JF
"Be famous for your good, not for your crime.",JF
"Now holy man, I offer up again",JF
"These patients full of health, and free from pain:",JF
"Keep them from after ills, be ever near",JF
"Unto their actions, teach them how to clear",JF
"The tedious way they pass through, from suspect,",JF
"Keep them from wronging others, or neglect",JF
"Of duty in themselves, correct the bloud",JF
"With thrifty bits and labour, let the floud,",JF
Or the next neighbouring spring give remedy,JF
"To greedy thirst, and travel not the tree",JF
"That hangs with wanton clusters, [let] not wine,",JF
"Unless in sacrifice, or rites divine,",JF
"Be ever known of Shepherd, have a care",JF
Thou man of holy life. Now do not spare,JF
"Their faults through much remissness, nor forget",JF
"To cherish him, whose many pains and swet",JF
"Hath giv'n increase, and added to the downs.",JF
Sort all your Shepherds from the lazy clowns,JF
That feed their Heifers in the budded Brooms:,JF
"Teach the young Maidens strictness, that the grooms",JF
May ever fear to tempt their blowing youth;,JF
"Banish all complements, but single truth",JF
"From every tongue, and every Shepherds heart,",JF
"Let them still use perswading, but no Art:",JF
"Thus holy _Priest_, I wish to thee and these,",JF
All the best goods and comforts that may please.,JF
"_Alex_. And all those blessings Heaven did ever give,",JF
We pray upon this Bower may ever live.,JF
"_Priest_. Kneel every Shepherd, whilest with powerful hand",JF
"I bless your after labours, and the Land",JF
You feed your flocks upon. Great _Pan_ defend you,JF
"From misfortune, and amend you,",JF
"Keep you from those dangers still,",JF
"That are followed by your will,",JF
Give ye means to know at length,JF
"All your riches, all your strength,",JF
Cannot keep your foot from falling,JF
"To lewd lust, that still is calling",JF
"At your Cottage, till his power",JF
Bring again that golden hour,JF
Of peace and rest to every soul.,JF
May his care of you controul,JF
"All diseases, sores or pain",JF
That in after time may raign,JF
"Either in your flocks or you,",JF
"Give ye all affections new,",JF
"New desires, and tempers new,",JF
That ye may be ever true.,JF
"Now rise and go, and as ye pass away",JF
"Sing to the God of Sheep, that happy lay,",JF
"That honest _Dorus_ taught ye, _Dorus_, he",JF
That was the soul and god of melodie.,JF
The SONG.                                  [_They all Sing,JF
"All ye woods, and trees and bowers,",JF
All you vertues and ye powers,JF
"That inhabit in the lakes,",JF
"In the pleasant springs or brakes,",JF
Move your feet,JF
"To our sound,",JF
Whilest we greet,JF
"All this ground,",JF
With his honour and his name,JF
That defends our flocks from blame.,JF
"He is great, and he is Just,",JF
"He is ever good, and must",JF
"Thus be honour'd: Daffodillies,",JF
"Roses, Pinks, and loved Lillies,",JF
"Let us fling,",JF
"Whilest we sing,",JF
"Ever holy,",JF
"Ever holy,",JF
"Ever honoured ever young,",JF
Thus great_ Pan _is ever sung.      [Exeunt.,JF
"Satyr._ Thou divinest, fairest, brightest,",JF
"Thou m[o]st powerful Maid, and whitest,",JF
"Thou most vertuous and most blessed,",JF
"Eyes of stars, and golden tressed",JF
"Like _Apollo_, tell me sweetest",JF
What new service now is meetest,JF
For the _Satyr_? shall I stray,JF
"In the middle Air, and stay",JF
"The sayling Rack, or nimbly take",JF
"Hold by the Moon, and gently make",JF
Sute to the pale Queen of night,JF
For a beam to give thee light?,JF
"Shall I dive into the Sea,",JF
"And bring thee Coral, making way",JF
Through the rising waves that fall,JF
"In snowie fleeces; dearest, shall",JF
"I catch the wanton Fawns, or Flyes,",JF
Whose woven wings the Summer dyes,JF
Of many colours? get thee fruit?,JF
Or steal from Heaven old _Orpheus_ Lute?,JF
"All these I'le venture for, and more,",JF
To do her service all these woods adore.,JF
"_Clor_. No other service, _Satyr_, but thy watch",JF
"About these thickets, lest harmless people catch",JF
Mischief or sad mischance.,JF
"_Satyr_. Holy Virgin, I will dance",JF
Round about these woods as quick,JF
"As the breaking light, and prick",JF
"Down the Lawns, and down the vails",JF
Faster than the Wind-mill sails.,JF
"So I take my leave, and pray",JF
"All the comforts of the day,",JF
Such as _Phoebus_ heat doth send,JF
"On the earth, may still befriend",JF
"Thee, and this arbour.",JF
"_Clo_. And to thee,",JF
All thy Masters love be free.                  [_Exeunt_.,JF
